NCES,District,State,Public School Enrollment,Last verified,District reopening plan,Start date,Link
2623250,Mattawan Consolidated School,MI,"3,756",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.mattawanschools.org/return-to-learning-plan/"" target=""_blank"">🔗</a>"
3501650,Los Alamos Public Schools,NM,"3,749",8/13/20,Remote learning only,8/13/20,"<a href=""https://laschools.net/"" target=""_blank"">🔗</a>"
3622050,Oswego City School District,NY,"3,735",9/15/20,Remote learning only,9/14/20,"<a href=""http://www.oswego.org/"" target=""_blank"">🔗</a>"
0101590,Franklin County,AL,"3,674",8/20/20,Full in-person reopening available for all students,8/20/20,"<a href=""https://www.franklin.k12.al.us/"" target=""_blank"">🔗</a>"
1905790,Burlington Comm School District,IA,"3,652",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.bcsds.org/District/1193-return.html"" target=""_blank"">🔗</a>"
2715030,Inver Grove Heights Schools,MN,"3,633",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.isd199.org/"" target=""_blank"">🔗</a>"
1304140,Pierce County,GA,"3,622",8/13/20,Full in-person reopening available for all students,8/10/20,"<a href=""https://www.pierce.k12.ga.us/"" target=""_blank"">🔗</a>"
1802970,East Noble School Corporation,IN,"3,621",8/20/20,Full in-person reopening available for all students,8/6/20,"<a href=""https://www.eastnoble.net/article/271667?org=ensc"" target=""_blank"">🔗</a>"
3416080,Teaneck School District,NJ,"3,616",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.teaneckschools.org/protected/ArticleView.aspx?iid=6Y3AYY2&dasi=4GBPB"" target=""_blank"">🔗</a>"
2913650,Hannibal 60,MO,"3,614",9/9/20,Full in-person reopening available for all students,9/8/20,"<a href=""http://www.hannibal.k12.mo.us/"" target=""_blank"">🔗</a>"
2012180,Shawnee Heights,KS,"3,611",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://www.usd450.net/parents-students/2020-2021-back-to-school-information"" target=""_blank"">🔗</a>"
2302610,Auburn Public Schools,ME,"3,584",9/15/20,Hybrid/Partial,9/14/20,"<a href=""http://www.auburnschl.edu/"" target=""_blank"">🔗</a>"
0614790,Galt Joint Union Elementary,CA,"3,580",8/20/20,Remote learning only,8/20/20,"<a href=""https://gjuesd-ca.schoolloop.com/"" target=""_blank"">🔗</a>"
4701680,Hardin County,TN,"3,572",8/10/20,Hybrid/Partial,8/3/20,"<a href=""https://hardincoschools.com/reopening-plans/"" target=""_blank"">🔗</a>"
3904507,Whitehall City,OH,"3,545",8/31/20,Remote learning only,8/31/20,"<a href=""http://www.wcsrams.org/wcsresetrestart2020.aspx"" target=""_blank"">🔗</a>"
4701650,Hardeman County Schools,TN,"3,538",8/11/20,Hybrid/Partial,8/10/20,"<a href=""https://www.hcsedu.org/"" target=""_blank"">🔗</a>"
3306060,Salem School District,NH,"3,527",9/2/20,Full in-person reopening available for all students,9/2/20,"<a href=""https://sau57.org/fall2020"" target=""_blank"">🔗</a>"
2802100,Itawamba County School Dist,MS,"3,500",8/14/20,Hybrid/Partial,8/14/20,"<a href=""http://www.itawambacountyschools.com/"" target=""_blank"">🔗</a>"
4207830,Dubois Area Sd,PA,"3,500",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.dasd.k12.pa.us/"" target=""_blank"">🔗</a>"
5509570,Milton School District,WI,"3,487",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://www.milton.k12.wi.us/"" target=""_blank"">🔗</a>"
0624230,Mcfarland Unified,CA,"3,484",8/21/20,Remote learning only,8/5/20,"<a href=""https://www.mcfarlandusd.com/"" target=""_blank"">🔗</a>"
2503990,Danvers,MA,"3,481",9/17/20,Hybrid/Partial,9/16/20,"<a href=""https://danverspublicschools.org/danvers-reopening-faq/"" target=""_blank"">🔗</a>"
0101730,Hartselle City,AL,"3,469",8/10/20,Hybrid/Partial,8/10/20,"<a href=""https://www.hartselletigers.org/site/Default.aspx?PageID=8507"" target=""_blank"">🔗</a>"
1600300,Blaine County District,ID,"3,467",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.blaineschools.org/site/Default.aspx?PageID=4319"" target=""_blank"">🔗</a>"
2310770,Rsu 17/msad 17,ME,"3,421",9/9/20,Hybrid/Partial,9/8/20,"<a href=""http://www.msad17.org/content/coronavirus-information"" target=""_blank"">🔗</a>"
3418000,Willingboro Public School District,NJ,"3,415",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.willingboroschools.org/article/285037?org=willingboro-school-district"" target=""_blank"">🔗</a>"
3175900,Ralston Public Schools,NE,"3,406",8/12/20,Hybrid/Partial,8/12/20,"<a href=""https://www.ralstonschools.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=64&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=10881&PageID=1"" target=""_blank"">🔗</a>"
0400790,Apache Junction Unified District (4443),AZ,"3,404",8/24/20,Remote learning only,7/21/20,"<a href=""https://www.ajusd.org/"" target=""_blank"">🔗</a>"
3200030,Churchill County School District,NV,"3,396",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://sites.google.com/churchillcsd.com/reopeningchurchillcsd/home"" target=""_blank"">🔗</a>"
2618420,Holland Public Schools,MI,"3,364",8/26/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.hollandpublicschools.org/return-to-learn/"" target=""_blank"">🔗</a>"
4218590,Penn Hills Sd,PA,"3,360",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.phsd.k12.pa.us/"" target=""_blank"">🔗</a>"
4002850,Altus,OK,"3,345",8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""http://www.altusps.com/district/index.php/covid-19-school-closure-resources"" target=""_blank"">🔗</a>"
4210620,Gateway Sd,PA,"3,342",9/9/20,Hybrid/Partial,9/8/20,"<a href=""http://www.gatewayk12.org/"" target=""_blank"">🔗</a>"
3302610,Derry School District,NH,"3,326",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.sau10.org/"" target=""_blank"">🔗</a>"
4214790,Mars Area Sd,PA,"3,302",9/10/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.marsk12.org/apps/news/article/1267114"" target=""_blank"">🔗</a>"
3904429,Mansfield City,OH,"3,298",9/10/20,Hybrid/Partial,9/8/20,"<a href=""https://www.mansfieldschools.org/Default.aspx"" target=""_blank"">🔗</a>"
5307020,Quillayute Valley School District,WA,"3,283",9/3/20,Remote learning only,9/2/20,"<a href=""https://www.qvschools.org/Quillayute%201"" target=""_blank"">🔗</a>"
1725050,Mattoon Cusd 2,IL,"3,248",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.mattoon.k12.il.us/vnews/display.v/ART/5f0ee91003ecb"" target=""_blank"">🔗</a>"
3910017,Bedford City,OH,"3,245",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.bedford.k12.oh.us/"" target=""_blank"">🔗</a>"
0502250,Alma School District,AR,"3,244",8/26/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.almasd.net/"" target=""_blank"">🔗</a>"
2803060,Neshoba County School District,MS,"3,240",8/20/20,Full in-person reopening available for all students,8/5/20,"<a href=""https://www.neshobacentral.com/"" target=""_blank"">🔗</a>"
0101050,Dale County,AL,"3,189",8/14/20,Full in-person reopening available for all students,8/14/20,"<a href=""http://www.dalecountyboe.org/"" target=""_blank"">🔗</a>"
3700180,Anson County Schools,NC,"3,175",8/18/20,Remote learning only,8/17/20,"<a href=""https://www.ansonschools.org/"" target=""_blank"">🔗</a>"
4703330,Overton County,TN,"3,169",8/25/20,Full in-person reopening available for all students,8/7/20,"<a href=""https://www.oc-sd.com/apps/news/article/1255747"" target=""_blank"">🔗</a>"
2310500,Sanford Public Schools,ME,"3,163",9/15/20,Hybrid/Partial,9/14/20,"<a href=""https://www.sanford.org/"" target=""_blank"">🔗</a>"
1200120,Bradford County Schools,FL,"3,162",8/10/20,Full in-person reopening available for all students,8/10/20,"<a href=""https://www.bradfordschools.org/site/Default.aspx?PageID=96"" target=""_blank"">🔗</a>"
5501890,Burlington Area School District,WI,"3,145",8/19/20,Hybrid/Partial,8/17/20,"<a href=""https://www.basd.k12.wi.us/district/back-to-school.cfm"" target=""_blank"">🔗</a>"
3904695,Hamilton Local,OH,"3,094",8/31/20,Remote learning only,8/31/20,"<a href=""http://www.hamilton-local.k12.oh.us/protected/ArticleView.aspx?iid=6Y3AY2Y&dasi=1I6"" target=""_blank"">🔗</a>"
3615810,Jericho Union Free School District,NY,"3,075",9/4/20,Hybrid/Partial,9/3/20,"<a href=""http://www.jerichoschools.org/"" target=""_blank"">🔗</a>"
5514040,South Milwaukee School District,WI,"3,062",9/1/20,Remote learning only,9/1/20,"<a href=""http://www.sdsm.k12.wi.us/fall_2020_plans"" target=""_blank"">🔗</a>"
4808670,Argyle ISD,TX,"3,061",8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.argyleisd.com/"" target=""_blank"">🔗</a>"
2912030,Festus R-vi,MO,"3,059",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""http://WWW.FESTUS.K12.MO.US"" target=""_blank"">🔗</a>"
2100870,Calloway County,KY,"3,050",8/28/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.calloway.kyschools.us/"" target=""_blank"">🔗</a>"
3700210,Ashe County Schools,NC,"3,049",8/18/20,Hybrid/Partial,8/17/20,"<a href=""https://www.asheschools.org/cms/lib/NC02200844/Centricity/ModuleInstance/1782/Press%20Release%20School%20Reopening%20081420.pdf"" target=""_blank"">🔗</a>"
0102970,Selma City,AL,"3,046",8/24/20,Remote learning only,8/24/20,"<a href=""http://www.selmacityschools.org/selmacityschools_home.aspx"" target=""_blank"">🔗</a>"
4225590,West Jefferson Hills Sd,PA,"3,019",9/1/20,Remote learning only,8/24/20,"<a href=""http://www.wjhsd.net/"" target=""_blank"">🔗</a>"
5511640,Pewaukee School District,WI,"2,995",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://wi01819897.schoolwires.net/"" target=""_blank"">🔗</a>"
3904945,Madison Local,OH,"2,994",8/26/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.mlsd.net/Default.aspx"" target=""_blank"">🔗</a>"
2510560,Scituate,MA,"2,991",9/17/20,Hybrid/Partial,9/16/20,"<a href=""https://scituate.k12.ma.us/cms/One.aspx?portalId=893505&pageId=27200473"" target=""_blank"">🔗</a>"
4210950,Greater Johnstown Sd,PA,"2,984",9/9/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.gjsd.net/"" target=""_blank"">🔗</a>"
0624870,Mill Valley Elementary,CA,"2,948",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.mvschools.org/domain/877"" target=""_blank"">🔗</a>"
3103990,Bennington Public Schools,NE,"2,931",8/12/20,Full in-person reopening available for all students,8/12/20,"<a href=""http://www.benningtonschools.org/"" target=""_blank"">🔗</a>"
2400570,Somerset County Public Schools,MD,"2,930",9/8/20,Remote learning only,9/8/20,"<a href=""http://www.somerset.k12.md.us/"" target=""_blank"">🔗</a>"
2006660,Great Bend,KS,"2,916",8/27/20,Full in-person reopening available for all students,8/27/20,"<a href=""https://www.greatbendschools.net/restart"" target=""_blank"">🔗</a>"
3625920,Sayville Union Free School District,NY,"2,903",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://sites.google.com/sayvilleschools.org/reopening/home"" target=""_blank"">🔗</a>"
3904624,Tecumseh Local,OH,"2,887",8/26/20,Remote learning only,8/26/20,"<a href=""https://www.tecumseh.k12.oh.us/"" target=""_blank"">🔗</a>"
4669930,Meade School District 46-1,SD,"2,877",9/9/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.meade.k12.sd.us/"" target=""_blank"">🔗</a>"
5100960,Colonial Heights City Pblc Schs,VA,"2,866",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.colonialhts.net/reopening_2020"" target=""_blank"">🔗</a>"
4010650,El Reno,OK,"2,807",8/22/20,Full in-person reopening available for all students,8/20/20,"<a href=""https://www.elrenops.org/"" target=""_blank"">🔗</a>"
5100510,Buchanan Co Pblc Schs,VA,"2,758",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.bcpsk12.com/?showHomepage=true"" target=""_blank"">🔗</a>"
5307830,Sequim School District,WA,"2,769",9/2/20,Remote learning only,9/2/20,"<a href=""http://www.sequimschools.org/"" target=""_blank"">🔗</a>"
4225680,West Mifflin Area Sd,PA,"2,760",9/9/20,Remote learning only,9/8/20,"<a href=""http://www.wmasd.org/"" target=""_blank"">🔗</a>"
1200630,Gilchrist,FL,"2,752",8/12/20,Hybrid/Partial,8/10/20,"<a href=""https://www.gilchristschools.org/"" target=""_blank"">🔗</a>"
2804110,South Tippah School District,MS,"2,725",8/5/20,Hybrid/Partial,8/5/20,"<a href=""http://www.stippah.k12.ms.us/"" target=""_blank"">🔗</a>"
1301080,Chattooga County,GA,"2,713",7/30/20,Full in-person reopening available for all students,7/30/20,"<a href=""https://www.chattooga.k12.ga.us/"" target=""_blank"">🔗</a>"
1713170,East Moline Sd 37,IL,"2,702",8/20/20,Hybrid/Partial,8/19/20,"<a href=""https://www.emsd37.org/"" target=""_blank"">🔗</a>"
2801260,Corinth School Dist,MS,"2,645",7/27/20,Full in-person reopening available for all students,7/27/20,"<a href=""https://www.corinth.k12.ms.us/"" target=""_blank"">🔗</a>"
4635480,Huron School District 02-2,SD,"2,634",8/30/20,Full in-person reopening available for all students,8/24/20,"<a href=""http://www.huron.k12.sd.us/"" target=""_blank"">🔗</a>"
3618660,Massena Central School District,NY,"2,603",9/11/20,Remote learning only,9/10/20,"<a href=""https://www.mcs.k12.ny.us/"" target=""_blank"">🔗</a>"
1716350,Geneseo Cusd 228,IL,"2,600",8/27/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://geneseoschools.org/"" target=""_blank"">🔗</a>"
4700150,Millington Municipal Schools,TN,"2,595",8/11/20,Hybrid/Partial,8/10/20,"<a href=""https://www.millingtonschools.org/parents_and_students/frequently_asked_questions"" target=""_blank"">🔗</a>"
3904352,Athens City,OH,"2,571",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.athenscsd.org/Content2/acsd-covid-19-closure-information"" target=""_blank"">🔗</a>"
2913760,Harrisonville R-IX,MO,"2,505",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.harrisonvilleschools.org/Page/1339"" target=""_blank"">🔗</a>"
2502400,Bedford,MA,"2,658",9/17/20,Hybrid/Partial,9/16/20,"<a href=""https://www.bedfordps.org/district/urgent-alerts/bedford-public-schools-school-re-opening-plans-information-updated-august-14"" target=""_blank"">🔗</a>"
2909720,Clayton,MO,"2,644",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.claytonschools.net/"" target=""_blank"">🔗</a>"
4400300,East Greenwich,RI,"2,535",9/15/20,Hybrid/Partial,9/14/20,"<a href=""https://www.egsd.net/"" target=""_blank"">🔗</a>"
3417550,West Morris Regional High School District,NJ,"2,489",8/31/20,Hybrid/Partial,8/26/20,"<a href=""https://www.wmrhsd.org/"" target=""_blank"">🔗</a>"
4109270,Ontario Sd 8c,OR,"2,485",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.ontario.k12.or.us/"" target=""_blank"">🔗</a>"
3904362,Bexley City Schools,OH,"2,473",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.bexleyschools.org/"" target=""_blank"">🔗</a>"
0102910,Russellville City,AL,"2,456",8/24/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.rcs.k12.al.us/RCS"" target=""_blank"">🔗</a>"
4209780,Fleetwood Area Sd,PA,"2,451",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.fleetwoodasd.k12.pa.us/Content2/474"" target=""_blank"">🔗</a>"
2921120,Monett R-I,MO,"2,429",8/30/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.monettschools.org/"" target=""_blank"">🔗</a>"
3904943,Lexington Local,OH,"2,426",9/11/20,Full in-person reopening available for all students,9/8/20,"<a href=""http://www.lexington.k12.oh.us/"" target=""_blank"">🔗</a>"
3406870,Harrison Public Schools,NJ,"2,409",9/11/20,Remote learning only,9/11/20,"<a href=""http://www.harrisonschools.org/"" target=""_blank"">🔗</a>"
4666930,Spearfish School District 40-2,SD,"2,382",9/9/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.spearfish.k12.sd.us/"" target=""_blank"">🔗</a>"
3616740,Lansingburgh Central School District,NY,"2,379",9/11/20,Hybrid/Partial,9/9/20,"<a href=""https://www.lansingburgh.org/"" target=""_blank"">🔗</a>"
4835250,Point Isabel Isd,TX,"2,352",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.pi-isd.net/Page/1"" target=""_blank"">🔗</a>"
1201890,Union,FL,"2,347",8/18/20,Full in-person reopening available for all students,8/12/20,"<a href=""https://www.union.k12.fl.us/"" target=""_blank"">🔗</a>"
1905070,Bondurant-Farrar Comm School District,IA,"2,336",8/19/20,Hybrid/Partial,8/19/20,"<a href=""https://www.bfschools.org/coronavirus"" target=""_blank"">🔗</a>"
3413560,Ramapo Indian Hills Regional High School District,NJ,"2,323",8/29/20,Remote learning only,9/8/20,"<a href=""https://www.rih.org/"" target=""_blank"">🔗</a>"
5512060,Portage Community School District,WI,"2,316",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://www.portage.k12.wi.us/district/return-to-learn---the-school-reopening-plan.cfm"" target=""_blank"">🔗</a>"
0629100,Oroville City Elementary,CA,"2,311",8/13/20,Remote learning only,8/12/20,"<a href=""https://www.ocesd.net/"" target=""_blank"">🔗</a>"
3618600,Cheektowaga-Maryvale Union Free School District,NY,"2,301",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.maryvaleufsd.org/"" target=""_blank"">🔗</a>"
3403210,Clearview Regional High School District,NJ,"2,297",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.clearviewregional.edu/UserFiles/Servers/Server_57305/File/COVID19/Covid%20Website%20Docs/Timeline%20&%20Remote%20Options.pdf"" target=""_blank"">🔗</a>"
1734320,Rochester Cusd 3a,IL,"2,267",8/24/20,Remote learning only,8/24/20,"<a href=""https://sites.google.com/rochester3a.net/schoolclosureinformation/home"" target=""_blank"">🔗</a>"
3416560,Upper Freehold Regional School District,NJ,"2,257",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.ufrsd.net/"" target=""_blank"">🔗</a>"
2302640,Augusta Public Schools,ME,"2,242",9/11/20,Hybrid/Partial,9/10/20,"<a href=""http://www.augustaschools.org/"" target=""_blank"">🔗</a>"
3415390,South River Public School District,NJ,"2,235",9/11/20,Remote learning only,9/9/20,"<a href=""https://www.srivernj.org/"" target=""_blank"">🔗</a>"
1200450,Dixie,FL,"2,228",8/14/20,Full in-person reopening available for all students,8/10/20,"<a href=""http://www.dixie.k12.fl.us/"" target=""_blank"">🔗</a>"
0614820,Galt Joint Union High,CA,"2,226",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.ghsd.us/"" target=""_blank"">🔗</a>"
1705910,Bensenville Sd 2,IL,"2,205",8/12/20,Remote learning only,8/12/20,"<a href=""https://www.bsd2.org/"" target=""_blank"">🔗</a>"
3004590,Bozeman High School,MT,"2,204",9/11/20,Hybrid/Partial,9/8/20,"<a href=""https://www.bsd7.org/district_news/re-entry_plan"" target=""_blank"">🔗</a>"
1200210,Calhoun,FL,"2,180",8/18/20,Full in-person reopening available for all students,8/12/20,"<a href=""http://www.calhounflschools.org/_cache/files/f/7/f7c05bbb-90a3-40e1-99d2-ad2b4fdcbb7d/D8FA38FC8D7531879A4FD242444D38E0.return-to-school-flyer.jpg"" target=""_blank"">🔗</a>"
4700060,Alcoa,TN,"2,095",7/23/20,Hybrid/Partial,7/22/20,"<a href=""https://www.alcoaschools.net/apps/pages/index.jsp?uREC_ID=1793903&type=d&pREC_ID=1965723"" target=""_blank"">🔗</a>"
3400930,Asbury Park School District,NJ,"2,078",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.asburypark.k12.nj.us/"" target=""_blank"">🔗</a>"
5505610,Grafton School District,WI,"2,071",9/1/20,Hybrid/Partial,9/1/20,"<a href=""https://www.grafton.k12.wi.us/for_parents/reopening_plans"" target=""_blank"">🔗</a>"
4226010,Mifflinburg Area Sd,PA,"2,067",9/10/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.mifflinburg.org/"" target=""_blank"">🔗</a>"
0902580,Montville School District,CT,"2,059",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.montvilleschools.org/News/27#sthash.V1OetfQC.dpbs"" target=""_blank"">🔗</a>"
0633240,Robla,CA,"2,047",8/19/20,Remote learning only,8/19/20,"<a href=""https://www.robla.k12.ca.us/"" target=""_blank"">🔗</a>"
4219800,Punxsutawney Area Sd,PA,"2,039",8/27/20,Full in-person reopening available for all students,8/27/20,"<a href=""https://www.punxsy.k12.pa.us/apps/pages/index.jsp?uREC_ID=1832937&type=d&pREC_ID=1988129"" target=""_blank"">🔗</a>"
3904947,Ontario Local,OH,"2,037",8/19/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.ontarioschools.org/UpdatesPage.aspx"" target=""_blank"">🔗</a>"
5513800,Shorewood School District,WI,"2,036",9/9/20,Remote learning only,9/8/20,"<a href=""https://www.shorewood.k12.wi.us/apps/news/article/1262813"" target=""_blank"">🔗</a>"
0511760,Prairie Grove School District,AR,"2,036",8/28/20,Full in-person reopening available for all students,8/26/20,"<a href=""https://www.pgtigers.org/"" target=""_blank"">🔗</a>"
3621720,Olean City School District,NY,"2,028",9/11/20,Hybrid/Partial,9/9/20,"<a href=""https://www.oleanschools.org/site/Default.aspx?PageID=9386"" target=""_blank"">🔗</a>"
2506510,King Philip,MA,"2,024",9/21/20,Remote learning only,9/16/20,"<a href=""https://www.kingphilip.org/"" target=""_blank"">🔗</a>"
3700300,Avery County Schools,NC,"1,998",8/18/20,Hybrid/Partial,8/17/20,"<a href=""https://static1.squarespace.com/static/5a53bc32b7411c460fa7ff3f/t/5f1f4278677ebe377c3476b5/1595884152760/School+Re-Opening+Letter.pdf"" target=""_blank"">🔗</a>"
1807290,M S D Mount Vernon,IN,"1,993",8/7/20,Full in-person reopening available for all students,8/7/20,"<a href=""http://www.mvschool.org/"" target=""_blank"">🔗</a>"
2804290,Tunica County School District,MS,"1,975",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.tunicak12.org/"" target=""_blank"">🔗</a>"
0200020,Bering Strait School District,AK,"1,973",8/26/20,Remote learning only,8/26/20,"<a href=""http://www.bssd.org/"" target=""_blank"">🔗</a>"
1200690,Gulf,FL,"1,956",8/10/20,Full in-person reopening available for all students,8/10/20,"<a href=""https://gulfcoschools.com/"" target=""_blank"">🔗</a>"
2005730,El Dorado,KS,"1,955",8/26/20,Hybrid/Partial,8/26/20,"<a href=""https://www.eldoradoschools.org/News/ContinuousLearningCOVID19/"" target=""_blank"">🔗</a>"
0100011,Leeds City,AL,"1,950",8/20/20,Full in-person reopening available for all students,8/20/20,"<a href=""https://www.leedsk12.org/"" target=""_blank"">🔗</a>"
0633110,River Delta Joint Unified,CA,"1,948",8/12/20,Remote learning only,8/12/20,"<a href=""https://rdusd-ca.schoolloop.com/"" target=""_blank"">🔗</a>"
0100090,Anniston City,AL,"1,947",8/5/20,Remote learning only,8/5/20,"<a href=""https://www.annistonschools.com/"" target=""_blank"">🔗</a>"
3910009,Shelby City,OH,"1,916",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.shelbyk12.org/"" target=""_blank"">🔗</a>"
3622830,Peru Central School District,NY,"1,906",9/9/20,Hybrid/Partial,9/8/20,"<a href=""http://www.perucsd.org/perucsd-re-opening-updates-for-2020-2021-school-year/"" target=""_blank"">🔗</a>"
4101620,Astoria Sd 1,OR,"1,888",9/15/20,Remote learning only,9/14/20,"<a href=""http://www.astoria.k12.or.us/news/coronavirus___covid-19__updates/2020-2021_school_year_updates"" target=""_blank"">🔗</a>"
4224030,Tyrone Area Sd,PA,"1,885",8/25/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.tyrone.k12.pa.us/"" target=""_blank"">🔗</a>"
4820850,Glen Rose ISD,TX,"1,857",8/12/20,Full in-person reopening available for all students,8/12/20,"<a href=""http://www.grisd.net/resources/covid-19-information/"" target=""_blank"">🔗</a>"
1603180,Teton County District,ID,"1,833",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://tsd401.org/"" target=""_blank"">🔗</a>"
2607320,Bullock Creek School District,MI,"1,833",9/10/20,Full in-person reopening available for all students,9/8/20,"<a href=""http://www.bcreek.k12.mi.us/"" target=""_blank"">🔗</a>"
5000402,Addison Central Unified School District,VT,"1,832",9/9/20,Hybrid/Partial,9/8/20,"<a href=""https://www.acsdvt.org/acsd"" target=""_blank"">🔗</a>"
5602870,Fremont County School District # 1,WY,"1,812",8/25/20,Full in-person reopening available for all students,8/25/20,"<a href=""https://www.landerschools.org/"" target=""_blank"">🔗</a>"
1720490,Johnsburg Cusd 12,IL,"1,794",8/25/20,Remote learning only,8/25/20,"<a href=""https://www.johnsburg12.org/"" target=""_blank"">🔗</a>"
4203180,Bedford Area Sd,PA,"1,780",9/4/20,Hybrid/Partial,8/20/20,"<a href=""https://www.bedfordasd.org/"" target=""_blank"">🔗</a>"
4223040,Susquenita Sd,PA,"1,777",8/26/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.susq.k12.pa.us/"" target=""_blank"">🔗</a>"
1801560,Centerville-Abington Com Schs,IN,"1,776",8/4/20,Full in-person reopening available for all students,8/4/20,"<a href=""http://www.centerville.k12.in.us/"" target=""_blank"">🔗</a>"
4700154,Lakeland,TN,"1,761",8/10/20,Full in-person reopening available for all students,8/10/20,"<a href=""https://lakelandk12.org/"" target=""_blank"">🔗</a>"
0602700,Anderson Union High,CA,"1,737",8/14/20,Full in-person reopening available for all students,8/12/20,"<a href=""https://www.auhsd.net/"" target=""_blank"">🔗</a>"
3304040,Kearsarge Regional School District,NH,"1,730",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.kearsarge.org/"" target=""_blank"">🔗</a>"
1300990,Charlton County,GA,"1,721",8/13/20,Full in-person reopening available for all students,8/10/20,"<a href=""https://www.charlton.k12.ga.us/"" target=""_blank"">🔗</a>"
3805040,Devils Lake 1,ND,"1,716",9/2/20,Hybrid/Partial,9/2/20,"<a href=""http://www.devils-lake.k12.nd.us/"" target=""_blank"">🔗</a>"
4501250,Calhoun 01,SC,"1,690",8/17/20,Remote learning only,8/17/20,"<a href=""http://www.ccpsonline.net/"" target=""_blank"">🔗</a>"
2102340,Green County,KY,"1,674",8/22/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://gcsdistrict.blogspot.com/"" target=""_blank"">🔗</a>"
3904941,Clear Fork Valley Local,OH,"1,656",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.clearfork.k12.oh.us/"" target=""_blank"">🔗</a>"
3904431,Mariemont City,OH,"1,650",8/26/20,Hybrid/Partial,8/26/20,"<a href=""https://www.mariemontschools.org/restart"" target=""_blank"">🔗</a>"
1716410,Genoa Kingston Cusd 424,IL,"1,641",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.gkschools.org/"" target=""_blank"">🔗</a>"
3407170,Highland Park Boro School District,NJ,"1,641",9/9/20,Remote learning only,9/8/20,"<a href=""http://www.hpschools.net/"" target=""_blank"">🔗</a>"
1603090,Sugar-Salem Joint District,ID,"1,633",8/21/20,Full in-person reopening available for all students,8/19/20,"<a href=""https://www.sugarsalem.org/blog/2020/07/31/sugar-salem-school-district-plan-on-reopening-school/"" target=""_blank"">🔗</a>"
