NCES,District,State,Public School Enrollment,Last verified,District reopening plan,Start date,Link
Multiple,New York City,NY,"960,484",9/21/20,Remote learning only,9/21/20,"<a href=""https://www.schools.nyc.gov/school-year-20-21/return-to-school-2020"" target=""_blank"">🔗</a>"
0622710,Los Angeles Unified,CA,"495,255",8/18/20,Remote learning only,8/18/20,"<a href=""https://achieve.lausd.net/domain/4"" target=""_blank"">🔗</a>"
1709930,City of Chicago (SD 299),IL,"359,476",9/8/20,Remote learning only,9/8/20,"<a href=""https://cps.edu/coronavirus/Pages/covid19.aspx"" target=""_blank"">🔗</a>"
1200390,Miami-Dade,FL,"350,434",8/31/20,Remote learning only,8/31/20,"<a href=""http://reopening.dadeschools.net/index.html"" target=""_blank"">🔗</a>"
3200060,Clark County,NV,"330,225",8/24/20,Remote learning only,8/24/20,"<a href=""https://sites.google.com/nv.ccsd.net/distanceeducation/ccsd-resources/reopening-ccsd?authuser=0"" target=""_blank"">🔗</a>"
7200030,Puerto Rico Department Of Education,PR,"307,282",8/17/20,Remote learning only,8/17/20,"<a href=""https://de.pr.gov/"" target=""_blank"">🔗</a>"
1200180,Broward,FL,"270,978",8/19/20,Remote learning only,8/19/20,"<a href=""https://www.browardschools.com/Page/38282"" target=""_blank"">🔗</a>"
1200870,Hillsborough,FL,"220,252",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.sdhc.k12.fl.us/doc/2719/school-reopening-plan/about/openingplan"" target=""_blank"">🔗</a>"
4823640,Houston ISD,TX,"209,772",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.houstonisd.org/reopening"" target=""_blank"">🔗</a>"
1201440,Orange,FL,"208,203",8/10/20,Remote learning only,8/10/20,"<a href=""https://www.ocps.net/"" target=""_blank"">🔗</a>"
1201500,Palm Beach,FL,"192,533",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.palmbeachschools.org/students_parents/reopening_schools"" target=""_blank"">🔗</a>"
5101260,Fairfax County,VA,"187,797",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.fcps.edu/returntoschool#"" target=""_blank"">🔗</a>"
1500030,Hawaii Department of Education,HI,"181,278",8/17/20,Hybrid/Partial,8/17/20,"<a href=""http://www.hawaiipublicschools.org/ConnectWithUs/MediaRoom/PressReleases/Pages/school-year-2020-21.aspx"" target=""_blank"">🔗</a>"
1302550,Gwinnett County,GA,"179,758",8/12/20,Remote learning only,8/12/20,"<a href=""http://publish.gwinnett.k12.ga.us/gcps/home/public/home"" target=""_blank"">🔗</a>"
2400480,Montgomery County,MD,"162,680",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.montgomeryschoolsmd.org/index.aspx"" target=""_blank"">🔗</a>"
3704720,Wake County,NC,"161,784",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.wcpss.net/returntocampus"" target=""_blank"">🔗</a>"
4816230,Dallas ISD,TX,"155,119",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.dallasisd.org/reentry"" target=""_blank"">🔗</a>"
3702970,Charlotte-Mecklenburg,NC,"147,638",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.cms.k12.nc.us/Pages/default.aspx"" target=""_blank"">🔗</a>"
2400510,Prince George's County Public Schools,MD,"132,657",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.pgcps.org/reopen/"" target=""_blank"">🔗</a>"
4218990,Philadelphia City,PA,"132,520",9/2/20,Remote learning only,9/2/20,"<a href=""http://philasd.org/2020schoolstart"" target=""_blank"">🔗</a>"
1200480,Duval,FL,"130,229",8/20/20,Hybrid/Partial,8/20/20,"<a href=""https://dcps.duvalschools.org/domain/11723"" target=""_blank"">🔗</a>"
4816110,Cypress-Fairbanks ISD,TX,"116,512",9/8/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.cfisd.net/en/lead-safely-2020-21"" target=""_blank"">🔗</a>"
2400120,Baltimore County Public Schools,MD,"113,814",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.bcps.org/"" target=""_blank"">🔗</a>"
4700148,Shelby County,TN,"112,125",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.scsk12.org/safeplan/"" target=""_blank"">🔗</a>"
1301290,Cobb County,GA,"111,854",8/17/20,Remote learning only,8/17/20,"<a href=""http://www.cobbk12.org/"" target=""_blank"">🔗</a>"
4833120,Northside ISD,TX,"106,501",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.nisd.net/news/nisd-begin-school-year-virtual-instruction/"" target=""_blank"">🔗</a>"
0634320,San Diego Unified,CA,"103,194",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.sandiegounified.org/"" target=""_blank"">🔗</a>"
1201590,Polk,FL,"101,408",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://polkschoolsfl.com/reopening"" target=""_blank"">🔗</a>"
1201560,Pinellas,FL,"100,948",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.pcsb.org/"" target=""_blank"">🔗</a>"
1301740,DeKalb County,GA,"99,166",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.dekalbschoolsga.org/covid-19/covid-19/"" target=""_blank"">🔗</a>"
2102990,Jefferson County,KY,"97,936",8/25/20,Remote learning only,8/25/20,"<a href=""https://www.jefferson.kyschools.us/preparing-for-start-school"" target=""_blank"">🔗</a>"
1302280,Fulton County,GA,"94,491",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.fultonschools.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=7115&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=69378&PageID=1"" target=""_blank"">🔗</a>"
1201080,Lee,FL,"94,410",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.leeschools.net/cms/One.aspx?portalId=676305&pageId=30478400"" target=""_blank"">🔗</a>"
0803360,Denver,CO,"92,039",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.dpsk12.org/important-update-on-our-return-to-school-july-17-2020/"" target=""_blank"">🔗</a>"
5103130,Prince William County,VA,"90,843",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.pwcs.edu/news/what_s_new"" target=""_blank"">🔗</a>"
3500060,Albuquerque,NM,"89,788",8/12/20,Remote learning only,8/12/20,"<a href=""https://www.aps.edu/schools/reentry-plan"" target=""_blank"">🔗</a>"
4703180,Davidson County (Metro Nashville),TN,"84,667",8/4/20,Remote learning only,8/4/20,"<a href=""https://www.mnps.org/backtoschool"" target=""_blank"">🔗</a>"
0804800,Jefferson County School District NO. R-1,CO,"84,646",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.jeffcopublicschools.org/restart_jeffco"" target=""_blank"">🔗</a>"
4819700,Fort Worth ISD,TX,"84,510",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.fwisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=1326&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=62950&PageID=1"" target=""_blank"">🔗</a>"
2400060,Anne Arundel County Public Schools,MD,"83,300",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.aacps.org/coronavirus"" target=""_blank"">🔗</a>"
5102250,Loudoun Co Pblc Schs,VA,"81,906",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.lcps.org/ReturnToSchool2020"" target=""_blank"">🔗</a>"
4900030,Alpine,UT,"81,715",8/18/20,Full in-person reopening available for all students,8/18/20,"<a href=""https://alpineschools.org/returntolearn/"" target=""_blank"">🔗</a>"
4808940,Austin ISD,TX,"80,032",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.austinisd.org/openforlearning"" target=""_blank"">🔗</a>"
4825170,Katy ISD,TX,"79,913",8/19/20,Remote learning only,8/19/20,"<a href=""http://www.katyisd.org/returntoschool/Pages/default.aspx"" target=""_blank"">🔗</a>"
2400090,Baltimore City Public Schools,MD,"79,297",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.baltimorecityschools.org/reopening"" target=""_blank"">🔗</a>"
4502310,"Greenville, 01",SC,"76,158",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.greenville.k12.sc.us/Parents/main.asp?titleid=returntoschool"" target=""_blank"">🔗</a>"
4819650,Fort Bend ISD,TX,"76,122",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.fortbendisd.com/domain/17747"" target=""_blank"">🔗</a>"
5509600,Milwaukee,WI,"75,431",9/1/20,Remote learning only,9/1/20,"<a href=""https://mymps.org/"" target=""_blank"">🔗</a>"
1201530,Pasco County Schools,FL,"75,048",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.pasco.k12.fl.us/reopening"" target=""_blank"">🔗</a>"
4900210,Davis,UT,"74,289",8/25/20,Hybrid/Partial,8/25/20,"<a href=""https://www.davis.k12.ut.us/"" target=""_blank"">🔗</a>"
1200150,Brevard,FL,"73,734",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.brevardschools.org/"" target=""_blank"">🔗</a>"
3701920,Guilford County,NC,"72,950",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.gcsnc.com/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=174&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=123160&PageID=1"" target=""_blank"">🔗</a>"
0622500,Long Beach Unified,CA,"72,935",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.lbschools.net/"" target=""_blank"">🔗</a>"
0614550,Fresno Unified,CA,"71,152",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.fresnounified.org/Pages/covid19.aspx#.XxXmDyhKhPZ"" target=""_blank"">🔗</a>"
5103840,Virginia Beach City Pblc Schs,VA,"68,624",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.vbschools.com/parents/fall_2020_plan"" target=""_blank"">🔗</a>"
1201470,Osceola,FL,"68,554",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.osceolaschools.net/startsmart"" target=""_blank"">🔗</a>"
1201710,Seminole,FL,"68,269",8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.scps.k12.fl.us/covid19/"" target=""_blank"">🔗</a>"
0803450,Douglas County School District NO. Re 1,CO,"67,591",8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.dcsdk12.org/about/leadership/superintendent/road_to_return_dcsd_2020-2021"" target=""_blank"">🔗</a>"
3200480,Washoe County School District,NV,"67,113",8/18/20,Hybrid/Partial,8/18/20,"<a href=""https://www.washoeschools.net/Page/15040"" target=""_blank"">🔗</a>"
4807710,Aldine ISD,TX,"66,854",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.aldineisd.org/"" target=""_blank"">🔗</a>"
4900360,Granite,UT,"66,767",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://www.graniteschools.org/bulletin/steps-for-a-safe-school-year/"" target=""_blank"">🔗</a>"
4832940,North East ISD,TX,"65,186",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.neisd.net/criticalupdates"" target=""_blank"">🔗</a>"
1201920,Volusia,FL,"63,223",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.vcsedu.org/reopening-roadmap"" target=""_blank"">🔗</a>"
0404970,Mesa Unified,AZ,"63,100",8/4/20,Remote learning only,8/4/20,"<a href=""http://www.mpsaz.org/beprepared/reopen"" target=""_blank"">🔗</a>"
0612330,Elk Grove Unified,CA,"63,061",8/3/20,Remote learning only,8/3/20,"<a href=""http://www.egusd.net/"" target=""_blank"">🔗</a>"
4815000,Conroe ISD,TX,"62,837",8/12/20,Remote learning only,8/12/20,"<a href=""https://www.conroeisd.net/update-from-conroe-isd-2020-2021-school-year/"" target=""_blank"">🔗</a>"
5100840,Chesterfield Co Pblc Schs,VA,"61,552",9/8/20,Remote learning only,9/8/20,"<a href=""https://mychesterfieldschools.com/school-board/project-restart/"" target=""_blank"">🔗</a>"
4702220,Knox County,TN,"60,854",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.knoxschools.org/connect"" target=""_blank"">🔗</a>"
4820010,Frisco ISD,TX,"60,182",8/13/20,Remote learning only,8/13/20,"<a href=""https://www.friscoisd.org/departments/covid-19/coronavirus"" target=""_blank"">🔗</a>"
4808700,Arlington ISD,TX,"59,900",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.aisd.net/"" target=""_blank"">🔗</a>"
2400420,Howard County Public Schools,MD,"57,907",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.hcpss.org/"" target=""_blank"">🔗</a>"
4818300,El Paso ISD,TX,"57,315",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.episd.org/Page/9142"" target=""_blank"">🔗</a>"
4900420,Jordan,UT,"56,176",8/24/20,Hybrid/Partial,8/24/20,"<a href=""https://jordandistrict.org/"" target=""_blank"">🔗</a>"
4820340,Garland ISD,TX,"55,987",8/10/20,Remote learning only,8/10/20,"<a href=""https://www.garlandisd.net/content/2020-21-school-reopening"" target=""_blank"">🔗</a>"
0802910,"Cherry Creek, No. 5",CO,"55,839",8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.cherrycreekschools.org/PlanningForward"" target=""_blank"">🔗</a>"
4835100,Plano ISD,TX,"53,057",8/12/20,Remote learning only,8/12/20,"<a href=""https://www.pisd.edu/2021planning"" target=""_blank"">🔗</a>"
5307710,Seattle,WA,"55,271",9/8/20,Remote learning only,9/4/20,"<a href=""https://www.seattleschools.org/district/calendars/news/what_s_new"" target=""_blank"">🔗</a>"
1301230,Clayton County,GA,"54,840",8/10/20,Remote learning only,8/10/20,"<a href=""https://www.clayton.k12.ga.us/news/district_news/c_c_p_s_2020-2021_school_year_reopening_updates"" target=""_blank"">🔗</a>"
3701500,Winston-Salem/Forsyth County,NC,"54,707",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.wsfcs.k12.nc.us/Page/116200"" target=""_blank"">🔗</a>"
0102370,Mobile County,AL,"53,967",9/1/20,Remote learning only,9/1/20,"<a href=""https://www.mcpss.com/coronavirus"" target=""_blank"">🔗</a>"
4825740,Klein ISD,TX,"53,328",9/8/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://news.kleinisd.net/"" target=""_blank"">🔗</a>"
4834320,Pasadena ISD,TX,"53,291",8/18/20,Remote learning only,8/18/20,"<a href=""https://www1.pasadenaisd.org/"" target=""_blank"">🔗</a>"
3174820,Omaha,NE,"53,194",8/18/20,Remote learning only,8/18/20,"<a href=""https://district.ops.org/"" target=""_blank"">🔗</a>"
0609850,Corona-Norco Unified,CA,"53,002",8/11/20,Remote learning only,8/11/20,"<a href=""https://www.cnusd.k12.ca.us/our_departments/communications/2020-2021_school_year/2020-2021_School_Opening_and_Safety_Plan"" target=""_blank"">🔗</a>"
0634410,San Francisco Unified,CA,"52,498",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.sfusd.edu/announcements/2020-07-10-fall-semester-will-begin-distance-learning"" target=""_blank"">🔗</a>"
1300120,Atlanta,GA,"52,377",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.atlantapublicschools.us/coronavirus"" target=""_blank"">🔗</a>"
4827300,Lewisville ISD,TX,"52,218",8/19/20,Remote learning only,8/19/20,"<a href=""https://www.lisd.net/covid19"" target=""_blank"">🔗</a>"
5101890,Henrico Co Pblc Schs,VA,"51,523",9/8/20,Remote learning only,9/8/20,"<a href=""https://henricoschools.us/returntoschool/"" target=""_blank"">🔗</a>"
3700011,Cumberland County Schools,NC,"50,879",8/17/20,Remote learning only,8/17/20,"<a href=""http://ccs.k12.nc.us/"" target=""_blank"">🔗</a>"
4838080,Round Rock ISD,TX,"50,387",8/20/20,Remote learning only,8/20/20,"<a href=""https://news.roundrockisd.org/"" target=""_blank"">🔗</a>"
2601103,Detroit Public Schools,MI,"49,931",9/8/20,Full in-person reopening available for all students,9/8/20,"<a href=""https://www.detroitk12.org/domain/6127"" target=""_blank"">🔗</a>"
2012990,Wichita,KS,"49,885",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.usd259.org/"" target=""_blank"">🔗</a>"
4501440,"Charleston, 01",SC,"49,769",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.ccsdschools.com/"" target=""_blank"">🔗</a>"
1302220,Forsyth County,GA,"49,346",8/13/20,Full in-person reopening available for all students,8/13/20,"<a href=""https://www.forsyth.k12.ga.us/Page/52982"" target=""_blank"">🔗</a>"
1201230,Manatee,FL,"49,301",8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.manateeschools.net/reopen2020"" target=""_blank"">🔗</a>"
1100030,District of Columbia,DC,"49,065",8/31/20,Remote learning only,8/31/20,"<a href=""https://dcps.dc.gov/"" target=""_blank"">🔗</a>"
0634170,San Bernardino City Unified,CA,"49,005",8/3/20,Remote learning only,8/3/20,"<a href=""https://www.sbcusd.com/"" target=""_blank"">🔗</a>"
3904380,Columbus City,OH,"48,925",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.ccsoh.us/reopening"" target=""_blank"">🔗</a>"
4838730,San Antonio ISD,TX,"48,745",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.saisd.net/"" target=""_blank"">🔗</a>"
4110040,"Portland, SD1J",OR,"48,710",9/2/20,Remote learning only,9/2/20,"<a href=""https://www.pps.net/fall2020"" target=""_blank"">🔗</a>"
2200840,Jefferson Parish,LA,"48,254",8/31/20,Hybrid/Partial,8/31/20,"<a href=""https://www.jpschools.org/domain/1164"" target=""_blank"">🔗</a>"
1200330,Collier County Public Schools,FL,"47,436",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.collierschools.com/reopening"" target=""_blank"">🔗</a>"
2502790,Boston,MA,"47,205",9/21/20,Remote learning only,9/21/20,"<a href=""https://www.bostonpublicschools.org/Page/8276"" target=""_blank"">🔗</a>"
0607440,Capistrano Unified,CA,"47,205",8/18/20,Remote learning only,8/18/20,"<a href=""https://capousd-ca.schoolloop.com/pf4/cms2/news_themed_display?id=1594980750438"" target=""_blank"">🔗</a>"
0635310,Santa Ana Unified,CA,"46,961",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.sausd.us/"" target=""_blank"">🔗</a>"
4840710,Socorro ISD,TX,"46,814",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.sisd.net/Page/68487"" target=""_blank"">🔗</a>"
4703690,Rutherford County,TN,"46,303",8/13/20,Hybrid/Partial,8/13/20,"<a href=""https://www.rcschools.net/apps/news/article/1184272"" target=""_blank"">🔗</a>"
0200180,Anchorage,AK,"46,115",8/20/20,Remote learning only,8/20/20,"<a href=""https://www.asdk12.org/COVID-19"" target=""_blank"">🔗</a>"
0401870,Chandler Unified District #80,AZ,"45,968",8/5/20,Remote learning only,8/5/20,"<a href=""https://www.cusd80.com/SaferStrongerTogether"" target=""_blank"">🔗</a>"
0408800,Tucson Unified,AZ,"45,560",8/10/20,Remote learning only,8/10/20,"<a href=""http://www.tusd1.org/nextsteps2020"" target=""_blank"">🔗</a>"
4807830,Alief ISD,TX,"45,436",8/6/20,Remote learning only,8/6/20,"<a href=""https://www.aliefisd.net/start"" target=""_blank"">🔗</a>"
4701590,Hamilton County,TN,"45,052",8/12/20,Hybrid/Partial,8/12/20,"<a href=""https://www.hcde.org/cms/One.aspx?portalId=350278&pageId=30597187"" target=""_blank"">🔗</a>"
4502490,"Horry, 01",SC,"44,931",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.horrycountyschools.net/Page/15464"" target=""_blank"">🔗</a>"
4825660,Killeen ISD,TX,"44,974",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.killeenisd.org/rtl"" target=""_blank"">🔗</a>"
4811680,Brownsville ISD,TX,"44,402",8/25/20,Remote learning only,8/25/20,"<a href=""http://bisd.us/index.htm#"" target=""_blank"">🔗</a>"
1201050,Lake,FL,"43,941",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.lake.k12.fl.us/departments/technology/instructional-technology/reopening-lake-county-schools"" target=""_blank"">🔗</a>"
4843650,United ISD,TX,"43,364",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.uisd.net/"" target=""_blank"">🔗</a>"
1201680,Sarasota,FL,"43,111",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.sarasotacountyschools.net/home"" target=""_blank"">🔗</a>"
1201260,Marion,FL,"42,913",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.marionschools.net/reopening"" target=""_blank"">🔗</a>"
2400330,Frederick County Public Schools,MD,"42,713",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.fcps.org/update/reopening"" target=""_blank"">🔗</a>"
0633840,Sacramento City Unified,CA,"42,506",9/3/20,Remote learning only,9/3/20,"<a href=""https://www.scusd.edu/e-connections-post/important-return-together-update-sac-city-unified-will-start-next-school-year"" target=""_blank"">🔗</a>"
1301110,Cherokee County,GA,"42,413",8/5/20,Full in-person reopening available for all students,8/3/20,"<a href=""https://www.cherokeek12.net/"" target=""_blank"">🔗</a>"
0614880,Garden Grove Unified,CA,"42,301",8/24/20,Remote learning only,8/24/20,"<a href=""https://ggusd.us/"" target=""_blank"">🔗</a>"
4814280,Clear Creek Isd,TX,"42,205",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.ccisd.net/"" target=""_blank"">🔗</a>"
3172840,Lincoln Public Schools,NE,"42,020",8/12/20,Hybrid/Partial,8/12/20,"<a href=""https://bigfile.lps.org/coronavirus/"" target=""_blank"">🔗</a>"
2101860,Fayette County,KY,"41,987",8/26/20,Remote learning only,8/26/20,"<a href=""https://www.fcps.net/site/default.aspx?PageType=14&DomainID=4&ModuleInstanceID=7576&PageID=1&ViewID=C83D46AC-74FE-4857-8C9A-5922A80225E2&IsMoreExpandedView=True&GroupByField=DisplayDate&GroupYear=2020&GroupMonth=7&Tag="" target=""_blank"">🔗</a>"
4110820,Salem-Keizer Public Schools,OR,"41,920",9/16/20,Remote learning only,9/16/20,"<a href=""https://salkeiz.k12.or.us/"" target=""_blank"">🔗</a>"
1201740,St. Johns,FL,"41,897",9/1/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.stjohns.k12.fl.us/"" target=""_blank"">🔗</a>"
3704620,Union County Public Schools,NC,"41,488",8/20/20,Hybrid/Partial,8/17/20,"<a href=""https://www.ucps.k12.nc.us/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=11&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=52623&PageID=1"" target=""_blank"">🔗</a>"
1201770,St. Lucie,FL,"41,409",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://www.stlucie.k12.fl.us/"" target=""_blank"">🔗</a>"
4101920,Beaverton Sd 48j,OR,"41,070",9/15/20,Remote learning only,9/14/20,"<a href=""https://www.beaverton.k12.or.us/departments/public-safety/emergency-preparedness/coronavirus/return-to-school"" target=""_blank"">🔗</a>"
2200540,East Baton Rouge Parish,LA,"40,668",8/10/20,Remote learning only,8/10/20,"<a href=""https://ebrschools.org/"" target=""_blank"">🔗</a>"
3411340,Newark Public School District,NJ,"40,448",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.nps.k12.nj.us/"" target=""_blank"">🔗</a>"
4704530,Williamson County,TN,"40,475",8/7/20,Hybrid/Partial,8/7/20,"<a href=""https://www.wcs.edu/covid-19"" target=""_blank"">🔗</a>"
0619540,Kern High,CA,"40,340",8/24/20,Remote learning only,8/24/20,"<a href=""http://www.kernhigh.org/"" target=""_blank"">🔗</a>"
1602100,Joint School District No. 2 (West Ada),ID,"40,205",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.westada.org/Page/79640"" target=""_blank"">🔗</a>"
0634620,San Juan Unified,CA,"40,058",8/13/20,Remote learning only,8/13/20,"<a href=""https://www.sanjuan.edu/site/Default.aspx?PageID=50024"" target=""_blank"">🔗</a>"
4827030,Leander ISD,TX,"40,031",8/28/20,Remote learning only,8/13/20,"<a href=""https://www.leanderisd.org/"" target=""_blank"">🔗</a>"
0802340,Aurora Joint District NO. 28,CO,"39,892",8/18/20,Remote learning only,8/18/20,"<a href=""https://aurorak12.org/back2school/#schedule"" target=""_blank"">🔗</a>"
0806900,Adams 12 Five Star Schools,CO,"39,282",8/27/20,Remote learning only,8/27/20,"<a href=""https://www.adams12.org/"" target=""_blank"">🔗</a>"
4837020,Richardson ISD,TX,"39,108",8/19/20,Remote learning only,8/19/20,"<a href=""http://www.risd.org/"" target=""_blank"">🔗</a>"
2703180,Anoka-Hennepin Public School District,MN,"38,802",9/15/20,Hybrid/Partial,9/14/20,"<a href=""https://www.ahschools.us/domain/11867"" target=""_blank"">🔗</a>"
3904378,Cleveland Municipal,OH,"38,012",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.clevelandmetroschools.org/Page/16535"" target=""_blank"">🔗</a>"
1713710,Sd U-46,IL,"37,859",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.u-46.org/site/Default.aspx?PageID=15532"" target=""_blank"">🔗</a>"
2400390,Harford County Public Schools,MD,"37,826",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.hcps.org/"" target=""_blank"">🔗</a>"
0406250,Peoria Unified School District (4237),AZ,"37,691",8/5/20,Remote learning only,8/5/20,"<a href=""https://www.peoriaunified.org/Page/5483"" target=""_blank"">🔗</a>"
1301020,Savannah-Chatham County,GA,"37,576",8/19/20,Remote learning only,8/19/20,"<a href=""https://spwww.sccpss.com/Pages/default.aspx"" target=""_blank"">🔗</a>"
4022770,Oklahoma City,OK,"37,530",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.okcps.org/okcps"" target=""_blank"">🔗</a>"
2733840,St. Paul Public School District,MN,"36,888",9/8/20,Remote learning only,9/8/20,"<a href=""https://www.spps.org/reopen2020"" target=""_blank"">🔗</a>"
3702370,Johnston County Public Schools,NC,"36,685",8/17/20,Hybrid/Partial,8/17/20,"<a href=""https://www.johnston.k12.nc.us/domain/9895"" target=""_blank"">🔗</a>"
0628050,Oakland Unified,CA,"36,524",8/10/20,Remote learning only,8/10/20,"<a href=""https://www.ousd.org/covid-19updates"" target=""_blank"">🔗</a>"
4030240,Tulsa,OK,"36,512",8/31/20,Remote learning only,8/31/20,"<a href=""https://www.tulsaschools.org/parents-students/back2school#fs-panel-182583"" target=""_blank"">🔗</a>"
4501170,Berkeley 01,SC,"36,135",9/8/20,Hybrid/Partial,9/8/20,"<a href=""https://www.bcsdschools.net/backtoschool"" target=""_blank"">🔗</a>"
2721240,Minneapolis Public School District,MN,"35,580",9/8/20,Remote learning only,9/8/20,"<a href=""https://b2s.mpls.k12.mn.us/Home"" target=""_blank"">🔗</a>"
4841220,Spring Isd,TX,"35,385",8/17/20,Remote learning only,8/17/20,"<a href=""https://www.springisd.org/reopen"" target=""_blank"">🔗</a>"
4900142,Canyons District,UT,"35,330",8/24/20,Full in-person reopening available for all students,8/24/20,"<a href=""https://web.canyonsdistrict.org/shareable/canyons-district-moves-forward-with-back-to-school-action-plan/"" target=""_blank"">🔗</a>"
4828920,Mansfield ISD,TX,"35,293",8/12/20,Remote learning only,8/12/20,"<a href=""https://www.mansfieldisd.org/parents-students/covid-19"" target=""_blank"">🔗</a>"
3904375,Cincinnati Public Schools,OH,"34,816",8/24/20,Remote learning only,8/24/20,"<a href=""https://www.cps-k12.org/"" target=""_blank"">🔗</a>"
2801320,Desoto Co School District,MS,"34,392",8/17/20,Full in-person reopening available for all students,8/17/20,"<a href=""https://www.desotocountyschools.org/"" target=""_blank"">🔗</a>"
1201110,Leon County Public Schools,FL,"33,974",8/31/20,Full in-person reopening available for all students,8/31/20,"<a href=""https://www.leonschools.net/reopenleon"" target=""_blank"">🔗</a>"
